CODICEIDENTIFICATIVOFARMACIA;LATITUDINE;LONGITUDINE;INDIRIZZO;
0;-;-;Via Buggianese; 108
1;45,0652154357378;7,68671719343681;Via San Francesco Da Paola; 10
2;45,003342205568;7,60284957264712;Piazza Vittorio Veneto; 10
2;45,003342205568;7,60284957264712;Piazza Vittorio Veneto; 10
2;45,003342205568;7,60284957264712;Piazza Vittorio Veneto; 10
3;45,0762083205915;7,67394938429084;Via del Carmine; 1
3;45,0762083205915;7,67394938429084;Via del Carmine; 1
4;45,4575945727436;7,97475968827803;Via Carlo Alberto; 24
4;45,4575945727436;7,97475968827803;Via Carlo Alberto; 24
5;45,0716748545467;7,68017677414661;Via San Francesco D`Assisi; 14
5;45,0716748545467;7,68017677414661;Via San Francesco D`Assisi; 14
6;45,0768757;6,69700785;Via Giuseppe Mazzini; 24
6;45,0768757;6,69700785;Via Giuseppe Mazzini; 24
7;45,003342205568;7,60284957264712;Piazza Vittorio Veneto; 11
8;45,0709201;7,6859719;Piazza C. Felice; 63
8;45,0709201;7,6859719;Piazza C. Felice; 63
9;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 84
9;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 84
10;45,0755970708276;7,67936230208308;Via delle Orfane; 25
10;45,0755970708276;7,67936230208308;Via delle Orfane; 25
11;45,0692336846927;7,68187909649041;Via XX Settembre; 87
11;45,0692336846927;7,68187909649041;Via XX Settembre; 87
11;45,0692336846927;7,68187909649041;Via Xx Settembre; 87
11;45,0692336846927;7,68187909649041;Via XX Settembre; 87
12;45,0681742273819;7,66685123166935;Corso Vinzaglio; 31/E
12;45,0681742273819;7,66685123166935;Corso Vinzaglio; 31/E
13;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 66
14;45,0647868152497;7,69541631702841;Via Po; 14
14;45,0647868152497;7,69541631702841;Via Po; 14
15;45,0647868152497;7,69541631702841;Via Po; 31/B
15;45,0647868152497;7,69541631702841;Via Po; 31/B
15;45,0647868152497;7,69541631702841;Via Po; 31/B
16;45,0707584154146;7,67614813764086;Via Cernaia; 24
16;45,0707584154146;7,67614813764086;Via Cernaia; 24
16;45,0707584154146;7,67614813764086;Via Cernaia; 24
17;45,0709201;7,6859719;Galleria Umberto I; 54
17;45,0709201;7,6859719;Galleria Umberto I; 54
17;45,0709201;7,6859719;Galleria Umberto I; 54
18;45,0707584154146;7,67614813764086;Via Cernaia; 14
19;44,930433244759;7,53106340038547;Via Roma; 24
19;44,930433244759;7,53106340038547;Via Roma; 24
19;44,930433244759;7,53106340038547;Via Roma; 24
19;44,930433244759;7,53106340038547;Via Roma; 24
20;45,0607553603755;7,6924350538519;Via dei Mille; 48
21;45,0641990591578;7,58182651903797;Via Giovanni Giolitti; 2
22;45,0673862297507;7,68576945156105;Via Maria Vittoria; 3
23;44,820621919015;7,22191658154474;Via Giuseppe Garibaldi; 26
23;44,820621919015;7,22191658154474;Via Giuseppe Garibaldi; 26
24;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 34
24;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 34
24;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 34
24;45,0600441248405;7,68636936789709;Corso Vittorio Emanuele II; 34
25;45,146923847213;7,78412290763879;Via Milano; 11
26;45,0641990591578;7,58182651903797;Via Giovanni Giolitti; 7/C
26;45,0641990591578;7,58182651903797;Via Giovanni Giolitti; 7/C
26;45,0641990591578;7,58182651903797;Via Giovanni Giolitti; 7/C
27;45,0709201;7,6859719;Via S. Teresa; 21
27;45,0709201;7,6859719;Via S. Teresa; 21
27;45,0709201;7,6859719;Via S. Teresa; 21
28;45,0692336846927;7,68187909649041;Via XX Settembre; 5
28;45,0692336846927;7,68187909649041;Via XX Settembre; 5
28;45,0692336846927;7,68187909649041;Via XX Settembre; 5
28;45,0692336846927;7,68187909649041;Via XX Settembre; 5
29;45,076693316502;7,66903548103441;Piazza Statuto; 4
29;45,076693316502;7,66903548103441;Piazza Statuto; 4
29;45,076693316502;7,66903548103441;Piazza Statuto; 4
29;45,076693316502;7,66903548103441;Piazza Statuto; 4
30;45,0647868152497;7,69541631702841;Via Po; 4
31;45,0270196974625;7,51279685184017;Via Bellini; 8
31;45,0270196974625;7,51279685184017;Via Bellini; 8
31;45,0270196974625;7,51279685184017;Via Bellini; 8
31;45,0270196974625;7,51279685184017;Via Bellini; 8
31;45,0270196974625;7,51279685184017;Via Bellini; 8
32;45,076693316502;7,66903548103441;Piazza Statuto; 3
32;45,076693316502;7,66903548103441;Piazza Statuto; 3
32;45,076693316502;7,66903548103441;Piazza Statuto; 3
33;45,0768757;6,69700785;Via Giuseppe Mazzini; 31
33;45,0768757;6,69700785;Via Giuseppe Mazzini; 40
33;45,0768757;6,69700785;Via Giuseppe Mazzini; 40
33;45,0768757;6,69700785;Via Giuseppe Mazzini; 31
33;45,0768757;6,69700785;Via Giuseppe Mazzini; 40
33;45,0768757;6,69700785;Via Giuseppe Mazzini; 31
34;45,0647868152497;7,69541631702841;Via Po; 51
34;45,0647868152497;7,69541631702841;Via Po; 51
34;45,0647868152497;7,69541631702841;Via Po; 51
35;45,0695426012509;7,68079016350882;Via San Tommaso; 2/A
35;45,0695426012509;7,68079016350882;Via S. Tommaso; 2
35;45,0695426012509;7,68079016350882;Via San Tommaso; 2/A
35;45,0695426012509;7,68079016350882;Via S. Tommaso; 2
36;45,0709201;7,6859719;Via San Tommaso; 16
36;45,0709201;7,6859719;Via San Tommaso; 16
37;45,0180473402824;7,66173175625908;Via Nizza; 15
37;45,0180473402824;7,66173175625908;Via Nizza; 15
37;45,0180473402824;7,66173175625908;Via Nizza; 15
38;45,0587092250988;7,68359135500964;Via Madama Cristina; 14
38;45,0587092250988;7,68359135500964;Piazza Madama Cristina; 14
38;45,0587092250988;7,68359135500964;Piazza Madama Cristina; 14
39;45,0523749031816;7,67913285582087;Via Madama Cristina; 78
39;45,0523749031816;7,67913285582087;Via Madama Cristina; 78
40;45,062683;7,67896;c/o FF. SS. - Porta Nuova;
40;45,062683;7,67896;c/o FF. SS. - Porta Nuova;
40;45,062683;7,67896;c/o FF. SS. - Porta Nuova;
41;45,0180473402824;7,66173175625908;Via Nizza; 108
41;45,0180473402824;7,66173175625908;Via Nizza; 108
42;45,0180473402824;7,66173175625908;Via Nizza; 115
42;45,0180473402824;7,66173175625908;Via Nizza; 115
43;45,0180473402824;7,66173175625908;Via Nizza; 65
44;45,0493453520191;7,68071955307557;Corso Massimo D`Azeglio; 100
44;45,0493453520191;7,68071955307557;Corso Massimo D`Azeglio; 100
44;45,0493453520191;7,68071955307557;Corso Massimo D`Azeglio; 100
45;44,87723385;7,3326621;Via Saluzzo; 1
45;44,87723385;7,3326621;Corso Vittorio Emanuele II; 4
45;44,87723385;7,3326621;Via Saluzzo; 1
45;44,87723385;7,3326621;Corso Vittorio Emanuele II; 4
46;45,0180473402824;7,66173175625908;Via Nizza; 27
47;45,0477524744755;7,67086837625355;Corso Dante; 78
48;45,0523749031816;7,67913285582087;Via Madama Cristina; 62
48;45,0523749031816;7,67913285582087;Via Madama Cristina; 62
49;45,0586002563752;7,68242703100911;Via Claudio Luigi Berthollet; 10
49;45,0586002563752;7,68242703100911;Via Claudio Luigi Berthollet; 10
49;45,0586002563752;7,68242703100911;Via Claudio Luigi Berthollet; 10
50;45,0523749031816;7,67913285582087;Via Madama Cristina; 37
51;45,0528170351046;7,66968094120049;Corso Filippo Turati; 46
51;45,0528170351046;7,66968094120049;Corso Filippo Turati; 46
51;45,0528170351046;7,66968094120049;Corso Filippo Turati; 46
51;45,0528170351046;7,66968094120049;Corso Filippo Turati; 38/c
52;45,0558554224589;7,65983713178448;Corso Alcide De Gasperi; 6
53;45,0629788237278;7,67760957745872;Via Paolo Sacchi; 46
53;45,0629788237278;7,67760957745872;Via Paolo Sacchi; 46
54;45,0353435421363;7,87513326575747;Corso Vittorio Emanuele; 121
55;45,0558554224589;7,65983713178448;Corso Alcide De Gasperi; 69
55;45,0558554224589;7,65983713178448;Corso Alcide De Gasperi; 69
56;45,0564781;7,6697114;Corso Germano Sommelier; 31
56;45,0564781;7,6697114;Corso Germano Sommelier; 31
57;45,0653156005477;7,66360478243208;Corso Stati Uniti; 5
57;45,0653156005477;7,66360478243208;Corso Stati Uniti; 5
57;45,0653156005477;7,66360478243208;Corso Stati Uniti; 5
57;45,0653156005477;7,66360478243208;Corso Stati Uniti; 5
58;45,0565606977491;7,65866071520534;Corso Duca degli Abruzzi; 66
59;45,1606312797084;7,49433400791429;Via San Secondo; 9
59;45,1606312797084;7,49433400791429;Via San Secondo; 9
60;45,0624034255194;7,67221379367731;Corso Re Umberto; 38
60;45,0624034255194;7,67221379367731;Corso Re Umberto; 38
60;45,0624034255194;7,67221379367731;Corso Re Umberto; 38
61;45,0709201;7,6859719;Largo Umberto 114/A;
61;45,0709201;7,6859719;Via Fratelli Carle; 5
62;45,0629788237278;7,67760957745872;Via Paolo Sacchi; 4
63;45,1606312797084;7,49433400791429;Via San Secondo; 46
64;45,0691175394702;7,58458481682612;Via Cristoforo Colombo; 42
65;45,0180473402824;7,66173175625908;Via Nizza; 183
65;45,0180473402824;7,66173175625908;Via Nizza; 183
66;45,0180473402824;7,66173175625908;Via Nizza; 354
67;45,0028040373878;7,54189669814742;Via Genova; 89/H
67;45,0028040373878;7,54189669814742;Via Genova; 89/H
67;45,0028040373878;7,54189669814742;Via Genova; 89/H
68;45,03738245;7,67126065;Piazza Camillo Bozzolo; 11
68;45,03738245;7,67126065;Piazza Camillo Bozzolo; 11
68;45,03738245;7,67126065;Piazza Camillo Bozzolo; 11
69;45,0264607173415;7,44171859234046;Via Genova; 122
69;45,0264607173415;7,44171859234046;Via Genova; 122
70;45,0028040373878;7,54189669814742;Via Nizza 249;
70;45,0028040373878;7,54189669814742;Via Genova; 64
71;45,0180473402824;7,66173175625908;Via Nizza; 214
72;45,0709201;7,6859719;Via Genova; 179/F
73;45,0197463279276;7,65661162206755;Corso Maroncelli; 28
74;45,0234154164996;7,64605606129843;Corso Traiano; 22/E
74;45,0234154164996;7,64605606129843;Corso Traiano; 22/E
74;45,0234154164996;7,64605606129843;Corso Traiano; 22/E
74;45,0234154164996;7,64605606129843;Corso Traiano; 22/E
75;45,0234154164996;7,64605606129843;Corso Traiano; 86
75;45,0234154164996;7,64605606129843;Corso Traiano; 86
75;45,0234154164996;7,64605606129843;Corso Traiano; 86
76;45,03098655;7,65184905;Corso Corsica; 9
76;45,03098655;7,65184905;Corso Corsica; 9
76;45,03098655;7,65184905;Corso Corsica; 9
77;45,0181037;7,6483492;Via Pio VII; 164/c
77;45,0181037;7,6483492;Via Pio VII; 164/c
77;45,0181037;7,6483492;Via Pio VII; 164/c
77;45,0181037;7,6483492;Via Pio VII; 164/c
78;45,0234245786123;7,65670043956929;Via Passo Buole; 59/H
78;45,0234245786123;7,65670043956929;Via Passo Buole; 59/H
79;45,0234154164996;7,64605606129843;Corso Traiano; 73
80;45,017106191791;7,62872698029852;Corso Unione Sovietica; 85
81;45,017106191791;7,62872698029852;Corso Unione Sovietica; 397
82;45,0339286;7,653858;Piazza Tancredi Galimberti; 7
82;45,0339286;7,653858;Piazza Tancredi Galimberti; 7
82;45,0339286;7,653858;Piazza Tancredi Galimberti; 7
83;45,0709201;7,6859719;Corso Eusebio Giambone; 19
84;45,0373613969954;7,65588346041373;Via Tunisi; 99
85;45,0234154164996;7,64605606129843;Corso Traiano; 158
85;45,0234154164996;7,64605606129843;Corso Traiano; 158
86;45,0373613969954;7,65588346041373;Via Tunisi; 51
87;45,0234245786123;7,65670043956929;Via Passo Buole; 160/A
88;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 25
88;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 25
89;45,0709201;7,6859719;Via Teodoreto; 7
89;45,0709201;7,6859719;Via Teodoreto; 7
89;45,0709201;7,6859719;Via Onorato Vigliani; 55/G
89;45,0709201;7,6859719;Via Onorato Vigliani; 34
89;45,0709201;7,6859719;Via Teodoreto; 7
89;45,0709201;7,6859719;Via Onorato Vigliani; 55/G
90;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 38
90;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 38
90;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 38
90;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 38
90;45,0359659524366;7,65165326639563;Via Arnaldo Da Brescia; 38
91;45,0572578429304;7,6945583586667;Corso Fiume; 4
92;45,0624101549829;7,69860416694308;Piazza Gran Madre di Dio; 1
92;45,0624101549829;7,69860416694308;Piazza Gran Madre di Dio; 1
92;45,0624101549829;7,69860416694308;Piazza Gran Madre di Dio; 1
93;45,0620521149435;7,69771693498544;Corso Moncalieri; 59
93;45,0620521149435;7,69771693498544;Corso Moncalieri; 59
94;45,06291803864;7,70361443143684;Via Monferrato 22E;
94;45,06291803864;7,70361443143684;Via Felice Romani; 2
94;45,06291803864;7,70361443143684;Via Monferrato 22E;
94;45,06291803864;7,70361443143684;Via Monferrato 22E;
95;45,0620521149435;7,69771693498544;Corso Moncalieri; 257
95;45,0620521149435;7,69771693498544;Corso Moncalieri; 257
95;45,0620521149435;7,69771693498544;Corso Moncalieri; 257
96;45,0709201;7,6859719;Piazza Freguglia; 6
96;45,0709201;7,6859719;P.zza Freguglia; 6
96;45,0709201;7,6859719;Piazza Freguglia; 6
96;45,0709201;7,6859719;Piazza Freguglia; 6
97;45,02008925;7,6120918;Via Celeste Negarville; 8/10
97;45,02008925;7,6120918;Via Celeste Negarville; 8/10
97;45,02008925;7,6120918;Via Celeste Negarville; 8/10
97;45,02008925;7,6120918;Via Celeste Negarville; 8/10
97;45,02008925;7,6120918;Via Celeste Negarville; 8/10
98;45,0709201;7,6859719;Via Arturo Farinelli; 36/9
98;45,0709201;7,6859719;Via Arturo Farinelli; 36/9
98;45,0709201;7,6859719;Via Arturo Farinelli; 36/9
99;45,0709201;7,6859719;Corso Unione Sovietica; 585
99;45,0709201;7,6859719;Corso Unione Sovietica; 591/bis
100;45,017106191791;7,62872698029852;Corso Unione Sovietica; 491
101;45,021685487101;7,62506761992525;Via Pramollo; 6
101;45,021685487101;7,62506761992525;Via Pramollo; 6
101;45,021685487101;7,62506761992525;Via Pramollo; 6
102;45,01576245;7,6491634;Via Candiolo; 31
103;45,0180524021835;7,64583309641007;Via Onorato Vigliani; 160
104;45,0642348;7,62850395;Via Monginevro; 57
104;45,0642348;7,62850395;Via Monginevro; 57
105;45,0521721462902;7,65565770608373;Corso Rosselli; 106/D
105;45,0521721462902;7,65565770608373;Largo Orbassano; 70
106;45,036445882683;7,52328791721825;Via Rivalta; 56/d
106;45,036445882683;7,52328791721825;Via Rivalta; 56/d
106;45,036445882683;7,52328791721825;Via Rivalta; 56/d
107;45,0685845048959;7,64568899481472;Corso Racconigi; 186
107;45,0685845048959;7,64568899481472;Corso Racconigi; 186
108;45,0642348;7,62850395;Via Monginevro; 105
109;45,06181775;7,63535975;Via Vincenzo Lancia; 11/D
109;45,06181775;7,63535975;Via Vincenzo Lancia; 11/D
110;45,0602350515042;7,64922969806899;Via Paolo Braccini; 101
110;45,0602350515042;7,64922969806899;Via Paolo Braccini; 101
110;45,0602350515042;7,64922969806899;Via Paolo Braccini; 101
111;45,1042633733988;7,56143744983942;Via San Paolo; 49/A
111;45,1042633733988;7,56143744983942;Via San Paolo; 49/A
112;45,07469625;7,6221131;Corso Francia; 35
112;45,07469625;7,6221131;Corso Francia; 35
112;45,07469625;7,6221131;Corso Francia; 35
113;45,0709201;7,6859719;Corso Vittorio Emanuele II; 182/bis/C
113;45,0709201;7,6859719;Corso Vittorio Emanuele II; 182/bis/C
114;45,0709201;7,6859719;Via Duchessa Jolanda; 15/bis/E
115;45,0800915733718;7,5125811405649;Via Di Nanni; 79/E
115;45,0800915733718;7,5125811405649;Via Di Nanni; 79/E
115;45,0800915733718;7,5125811405649;Via Di Nanni; 79/E
115;45,0800915733718;7,5125811405649;Via Di Nanni; 79/E
116;45,07469625;7,6221131;Corso Francia; 87
116;45,07469625;7,6221131;Via Almese; 2D
116;45,07469625;7,6221131;Corso Francia; 87
117;45,07469625;7,6221131;Corso Francia; 1/bis
118;45,0693340227977;7,63746533715329;Corso Peschiera; 244/A
119;45,0709201;7,6859719;Corso Peschiera; 142/F
120;45,0702946465885;7,64278970005559;Via Frejus; 41
121;45,0715391652122;7,65380336494147;Piazza Adriano; 12
122;45,0642348;7,62850395;Via Monginevro; 29
122;45,0642348;7,62850395;Via Monginevro; 29
122;45,0642348;7,62850395;Via Monginevro; 29
122;45,0642348;7,62850395;Via Monginevro; 29
123;45,0800915733718;7,5125811405649;Via Di Nanni; 42
123;45,0800915733718;7,5125811405649;Via Di Nanni; 42
124;45,0402671;7,6594485;Corso Sebastopoli; 143
124;45,0402671;7,6594485;Corso Sebastopoli; 143
125;45,0306399355583;7,60439370614901;Corso Orbassano; 249
125;45,0306399355583;7,60439370614901;Corso Orbassano; 249
125;45,0306399355583;7,60439370614901;Corso Orbassano; 249
126;45,0402671;7,6594485;Corso Sebastopoli; 272
126;45,0402671;7,6594485;Corso Sebastopoli; 272
126;45,0402671;7,6594485;Corso Sebastopoli; 272
126;45,0402671;7,6594485;Corso Sebastopoli; 272
127;45,0417476537384;7,64589027648495;Via Filadelfia; 142
127;45,0417476537384;7,64589027648495;Via Filadelfia; 142
127;45,0417476537384;7,64589027648495;Via Filadelfia; 142
127;45,0417476537384;7,64589027648495;Via Filadelfia; 142
128;45,0378349723517;7,63968117536912;Via Buenos Aires; 77
128;45,0378349723517;7,63968117536912;Via Buenos Aires; 77
128;45,0378349723517;7,63968117536912;Via Buenos Aires; 77
129;45,0394030269295;7,64040250885665;Via San Marino; 37
130;45,0709201;7,6859719;Corso Agnelli; 56
130;45,0709201;7,6859719;Corso Agnelli; 56
131;45,0306399355583;7,60439370614901;Corso Orbassano; 216
132;45,05228865;7,65024715;Via Tripoli; 15/A
133;45,0573063186486;7,63499842298492;Corso Siracusa; 87
133;45,0573063186486;7,63499842298492;Corso Siracusa; 87
133;45,0573063186486;7,63499842298492;Corso Siracusa; 87
133;45,0573063186486;7,63499842298492;Corso Siracusa; 87
134;45,0466044608559;7,64695287728981;Via Barletta; 84/f
134;45,0466044608559;7,64695287728981;Via Barletta; 84/f
136;45,0767188882362;7,51244122057268;Via Gorizia; 133
136;45,0767188882362;7,51244122057268;Via Gorizia; 133
136;45,0767188882362;7,51244122057268;Via Gorizia; 133
137;45,0402671;7,6594485;Corso Sebastopoli; 202/B
138;45,0466044608559;7,64695287728981;Via Barletta; 93
138;45,0466044608559;7,64695287728981;Via Barletta; 93
138;45,0466044608559;7,64695287728981;Via Barletta; 93
138;45,0466044608559;7,64695287728981;Via Barletta; 93
139;45,03497960000001;7,643597199999999;Corso Agnelli; 117
139;45,03497960000001;7,643597199999999;Corso Agnelli; 117
139;45,03497960000001;7,643597199999999;Corso Agnelli; 117
140;45,05228865;7,65024715;Via Tripoli; 58
140;45,05228865;7,65024715;Via Tripoli; 58
141;45,0394030269295;7,64040250885665;Via San Marino; 69
142;45,0488844;7,6273312;Via Guido Reni; 155/157
142;45,0488844;7,6273312;Via Guido Reni; 155/157
142;45,0488844;7,6273312;Via Guido Reni; 155/157
143;45,0392878536291;7,61900892378344;Via Cimabue; 8
143;45,0392878536291;7,61900892378344;Via Cimabue; 8
143;45,0392878536291;7,61900892378344;Via Cimabue; 8
144;45,0709201;7,6859719;Piazza Omero; 16
144;45,0709201;7,6859719;Piazza Omero; 16
144;45,0709201;7,6859719;Piazza Omero; 16
145;45,0402671;7,6594485;Corso Sebastopoli; 298
145;45,0402671;7,6594485;Corso Sebastopoli; 298
146;45,0709201;7,6859719;Via Filadelfia; 271/c
146;45,0709201;7,6859719;Via Guido Reni 109/A;
146;45,0709201;7,6859719;Via Filadelfia; 271/c
146;45,0709201;7,6859719;Via Filadelfia; 271/c
147;45,0709201;7,6859719;Piazza Dante Livio Bianco; 10
148;45,0306399355583;7,60439370614901;Corso Orbassano; 302
148;45,0306399355583;7,60439370614901;Corso Orbassano; 302
148;45,0306399355583;7,60439370614901;Corso Orbassano; 302
149;45,0352929384448;7,6379470038673;Via Sanremo; 37
149;45,0352929384448;7,6379470038673;Via Sanremo; 37
149;45,0352929384448;7,6379470038673;Via Sanremo; 37
150;45,0410068231485;7,63256996144574;Corso Cosenza; 39
150;45,0410068231485;7,63256996144574;Corso Cosenza; 39
150;45,0410068231485;7,63256996144574;Corso Cosenza; 39
151;45,0396853;7,6345498;Piazza Pitagora; 9
151;45,0396853;7,6345498;Piazza Pitagora; 9
152;45,0573063186486;7,63499842298492;Corso Siracusa; 98
152;45,0573063186486;7,63499842298492;Corso Siracusa; 98
152;45,0573063186486;7,63499842298492;Corso Siracusa; 98
153;45,07095845;7,60947095;Via Rieti; 55
153;45,07095845;7,60947095;Via Rieti; 55
153;45,07095845;7,60947095;Via Rieti; 55
153;45,07095845;7,60947095;Via Rieti; 55
154;45,0552784824007;7,63507994792663;Corso Trapani; 150
154;45,0552784824007;7,63507994792663;Corso Trapani; 150
154;45,0552784824007;7,63507994792663;Corso Trapani; 150
154;45,0552784824007;7,63507994792663;Corso Trapani; 150
155;45,0753908959422;7,64434931880366;Piazza Rivoli; 11
155;45,0753908959422;7,64434931880366;Piazza Rivoli; 11
155;45,0753908959422;7,64434931880366;Piazza Rivoli; 11
155;45,0753908959422;7,64434931880366;Piazza Rivoli; 11
156;45,07147905;7,5923284;Via Vandalino; 9/11
156;45,07147905;7,5923284;Via Vandalino; 9/11
156;45,07147905;7,5923284;Via Vandalino; 9/11
157;45,0693340227977;7,63746533715329;Corso Peschiera; 295
157;45,0693340227977;7,63746533715329;Corso Peschiera; 295
158;45,0642348;7,62850395;Via Monginevro; 126
158;45,0642348;7,62850395;Via Monginevro; 126
158;45,0642348;7,62850395;Via Monginevro; 126
159;45,0642348;7,62850395;Via Monginevro; 245
159;45,0642348;7,62850395;Via Monginevro; 245
159;45,0642348;7,62850395;Via Monginevro; 245
160;45,0642348;7,62850395;Via Monginevro; 178
161;45,0709201;7,6859719;Via S. M. Mazzarello; 18/D
161;45,0709201;7,6859719;Via S. M. Mazzarello; 18/D
161;45,0709201;7,6859719;Via S. M. Mazzarello; 18/D
162;45,07469625;7,6221131;Corso Francia; 175
163;44,8770387489372;7,32209651756328;Via Asiago; 35
163;44,8770387489372;7,32209651756328;Via Asiago; 35
163;44,8770387489372;7,32209651756328;Via Asiago; 35
163;44,8770387489372;7,32209651756328;Via Asiago; 35
164;45,07469625;7,6221131;Corso Francia; 385
165;45,0743909240244;7,56326711110861;Via Bardonecchia; 114
165;45,0743909240244;7,56326711110861;Via Bardonecchia; 114
165;45,0743909240244;7,56326711110861;Via Bardonecchia; 114
165;45,0743909240244;7,56326711110861;Via Bardonecchia; 114
166;45,07469625;7,6221131;Corso Francia; 273
166;45,07469625;7,6221131;Corso Francia; 273
166;45,07469625;7,6221131;Corso Francia; 273
166;45,07469625;7,6221131;Corso Francia; 273
167;45,07461385;7,6186181;Piazza Massaua; 1
167;45,07461385;7,6186181;Piazza Massaua; 1
168;45,0632955505769;7,62657215301106;Corso Brunelleschi; 75/c
169;45,0709201;7,6859719;Via Franceso De Sanctis; 60
169;45,0709201;7,6859719;Via Franceso De Sanctis; 60
170;45,0702946465885;7,64278970005559;Via Frejus; 97/A
170;45,0702946465885;7,64278970005559;Via Frejus; 97/A
170;45,0702946465885;7,64278970005559;Via Frejus; 97/A
171;45,0827329941206;7,65832602742841;Via San Donato; 9
171;45,0827329941206;7,65832602742841;Via San Donato; 9
172;45,0709201;7,6859719;Corso R. Margherita; 218/bis
173;45,0814213;7,65606425;Via Luigi Cibrario; 33/bis
173;45,0814213;7,65606425;Via Luigi Cibrario; 33/bis
174;45,0805626457902;7,67253301111757;Corso Regina Margherita; 256
174;45,0805626457902;7,67253301111757;Corso Regina Margherita; 256
175;45,0814213;7,65606425;Via Luigi Cibrario; 88
175;45,0814213;7,65606425;Via Luigi Cibrario; 88
175;45,0814213;7,65606425;Via Luigi Cibrario; 88
176;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 11
176;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 11
177;45,08380735;7,6495844;Via Cibrario; 72
177;45,08380735;7,6495844;Via Cibrario; 72
177;45,08380735;7,6495844;Via Cibrario; 72
178;45,0709201;7,6859719;Corso Alessandro Tassoni; 66/D
178;45,0709201;7,6859719;Corso Alessandro Tassoni; 66/D
178;45,0709201;7,6859719;Corso Alessandro Tassoni; 66/D
178;45,0709201;7,6859719;Corso Alessandro Tassoni; 66/D
179;45,07572155;7,6487287;Corso Svizzera; 42
180;45,0709201;7,6859719;Via Pietro Piffetti; 31/bis
181;45,0827329941206;7,65832602742841;Via San Donato; 55
182;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 102
182;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 102
182;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 102
182;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 102
182;45,0792207911076;7,65621943579421;Via Nicola Fabrizi; 102
183;45,0709201;7,6859719;Via Asinari Vittorio Di Bernezzo; 134
183;45,0709201;7,6859719;Via Asinari Vittorio Di Bernezzo; 134
183;45,0709201;7,6859719;Via Asinari Vittorio Di Bernezzo; 134
184;45,0794216121871;7,6458477491207;Corso Lecce; 31
185;45,0826962;7,63268615;Piazza Tommaso Campanella; 9
185;45,0826962;7,63268615;Piazza Tommaso Campanella; 9
185;45,0826962;7,63268615;Piazza Tommaso Campanella; 9
185;45,0826962;7,63268615;Piazza Tommaso Campanella; 9
185;45,0826962;7,63268615;Piazza Tommaso Campanella; 9
186;45,0709201;7,6859719;Via Exilles; 46
186;45,0709201;7,6859719;Via Capelli; 47
186;45,0709201;7,6859719;Via Capelli; 47
187;45,0709201;7,6859719;Via Bellardi; 3
187;45,0709201;7,6859719;Via Bellardi; 3
187;45,0709201;7,6859719;Via Bellardi; 3
188;45,079990142197;7,63268088942307;Via Valentino Carrera; 88
189;45,0702884381791;7,51996008160556;Corso Francia; 212
190;45,0834319849228;7,6392170011833;Via Michele Lessona; 29
190;45,0834319849228;7,6392170011833;Via Michele Lessona; 29
191;45,0800001694709;7,63407665305349;Via Carlo Capelli; 67
191;45,0800001694709;7,63407665305349;Via Carlo Capelli; 67/c
191;45,0800001694709;7,63407665305349;Via Carlo Capelli; 67
192;45,0804014;7,6375677;Corso Monte Grappa; 55
192;45,0804014;7,6375677;Corso Monte Grappa; 55
192;45,0804014;7,6375677;Corso Monte Grappa; 55
193;45,08809925;7,62873365;Via Pietro Cossa; 106
193;45,08809925;7,62873365;Via Pietro Cossa; 106
194;45,0709201;7,6859719;Via Gaspare Gorresio; 37
194;45,0709201;7,6859719;Via Slaaper; 25 bis
195;45,1055379386122;7,65646752497665;Via Isernia; 13/B
195;45,1055379386122;7,65646752497665;Via Isernia; 13/B
195;45,1055379386122;7,65646752497665;Via Isernia; 13/B
195;45,1055379386122;7,65646752497665;Via Isernia; 13/B
196;45,1053701804499;7,6318964123844;Via delle Verbene; 11
197;45,10316359999999;7,633151699999999;Viale dei Mughetti; 9/f
197;45,10316359999999;7,633151699999999;Viale dei Mughetti; 9/f
198;45,0709201;7,6859719;Largo Toscana; 50
199;45,0961286385478;7,65956551892221;Corso Toscana; 107
199;45,0961286385478;7,65956551892221;Corso Toscana; 107
200;45,0946616;7,65038015;Via Oglianico; 4
200;45,0946616;7,65038015;Via Oglianico; 4
200;45,0946616;7,65038015;Via Oglianico; 4
